City,Country,Latitude,Longitude,complete_years,uncertainty_max_months,variability_max_months,exact_match,circular_distance,uncertainty_tie,variability_tie,split
Klaipeda,Lithuania,55.45N,19.84E,97,1,1,True,0,False,False,confirmation
Knoxville,United States,36.17N,83.54W,81,1,2,False,1,False,False,confirmation
Kochi,India,10.45N,76.09E,41,2,7,False,5,False,False,confirmation
Kolar,India,13.66N,78.44E,43,1,7,False,6,False,False,confirmation
Kolhapur,India,16.87N,73.67E,43,1,1,True,0,False,False,confirmation
Kolpino,Russia,60.27N,29.19E,97,2,1,False,1,False,False,confirmation
Komsomolsk Na Amure,Russia,50.63N,138.17E,20,1,1,True,0,False,False,confirmation
Korba,India,21.70N,82.21E,43,2,1,False,1,False,False,confirmation
Korla,China,40.99N,85.21E,20,2,3,False,1,False,False,confirmation
Kostroma,Russia,57.05N,39.84E,97,1,12,False,1,False,False,confirmation
Koszalin,Poland,53.84N,15.00E,97,1,1,True,0,False,False,confirmation
Kotte,Sri Lanka,7.23N,80.27E,43,2,1,False,1,False,False,confirmation
Kragujevac,Serbia,44.20N,20.12E,97,1,1,True,0,False,False,confirmation
Krasnoyarsk,Russia,55.45N,93.54E,29,1,1,True,0,False,False,confirmation
Kremenchuk,Ukraine,49.03N,34.29E,97,1,12,False,1,False,False,confirmation
Krishnanagar,India,23.31N,88.25E,43,1,1,True,0,False,False,confirmation
Kulti,India,23.31N,86.50E,43,1,1,True,0,False,False,confirmation
Kumanovo,Macedonia,42.59N,21.82E,97,1,1,True,0,False,False,confirmation
Kumbakonam,India,10.45N,79.36E,43,2,7,False,5,False,False,confirmation
Kurgan,Russia,55.45N,65.20E,37,1,12,False,1,False,False,confirmation
Kursk,Russia,52.24N,36.79E,97,1,12,False,1,False,False,confirmation
Kyzyl,Russia,52.24N,94.60E,29,1,1,True,0,False,False,confirmation
Kütahya,Turkey,39.38N,29.13E,97,1,12,False,1,False,False,confirmation
La Ceiba,Honduras,15.27N,87.50W,21,12,12,True,0,False,False,confirmation
La Vega,Dominican Republic,18.48N,70.99W,20,12,12,True,0,False,False,confirmation
Lakhnau,India,26.52N,80.60E,43,1,1,True,0,False,False,confirmation
Lansing,United States,42.59N,85.09W,83,1,2,False,1,False,False,confirmation
Lanzhou,China,36.17N,103.43E,22,2,12,False,2,False,False,confirmation
Laredo,United States,28.13N,99.09W,26,1,11,False,2,False,False,confirmation
Las Palmas,Spain,28.13N,15.45W,35,1,12,False,1,False,False,confirmation
Latina,Italy,40.99N,12.78E,97,1,1,True,0,False,False,confirmation
Latur,India,18.48N,76.06E,43,1,1,True,0,False,False,confirmation
Lausanne,Switzerland,45.81N,5.77E,97,1,1,True,0,False,False,confirmation
Leeds,United Kingdom,53.84N,1.36W,97,1,1,True,0,False,False,confirmation
Leganés,Spain,40.99N,4.26W,97,1,1,True,0,False,False,confirmation
Leghorn,Italy,44.20N,11.18E,97,1,1,True,0,False,False,confirmation
Leicester,United Kingdom,52.24N,0.00W,97,1,1,True,0,False,False,confirmation
Leiden,Netherlands,52.24N,5.26E,97,1,1,True,0,False,False,confirmation
Leverkusen,Germany,50.63N,6.34E,97,1,1,True,0,False,False,confirmation
Lexington Fayette,United States,37.78N,85.42W,81,1,2,False,1,False,False,confirmation
León,Spain,42.59N,6.55W,97,1,1,True,0,False,False,confirmation
Lille,France,50.63N,3.80E,97,1,1,True,0,False,False,confirmation
Lincoln,United States,40.99N,95.86W,76,2,2,True,0,False,False,confirmation
Lisbon,Portugal,39.38N,8.32W,97,1,1,True,0,False,False,confirmation
Little Rock,United States,34.56N,91.46W,74,1,2,False,1,False,False,confirmation
Liverpool,United Kingdom,53.84N,4.09W,97,1,1,True,0,False,False,confirmation
Liège,Belgium,50.63N,6.34E,97,1,1,True,0,False,False,confirmation
Lleida,Spain,40.99N,0.00W,97,1,1,True,0,False,False,confirmation
London,United Kingdom,52.24N,0.00W,97,1,1,True,0,False,False,confirmation
Longjiang,China,47.42N,124.34E,29,1,1,True,0,False,False,confirmation
Loni,India,28.13N,77.27E,43,3,1,False,2,False,False,confirmation
Lubbock,United States,32.95N,102.45W,28,1,2,False,1,False,False,confirmation
Lvov,Ukraine,50.63N,24.08E,97,1,1,True,0,False,False,confirmation
Lyubertsy,Russia,55.45N,36.85E,97,1,12,False,1,False,False,confirmation
Lárisa,Greece,39.38N,22.89E,97,1,1,True,0,False,False,confirmation
Maastricht,Netherlands,50.63N,6.34E,97,1,1,True,0,False,False,confirmation
Madanapalle,India,13.66N,78.44E,43,1,7,False,6,False,False,confirmation
Madhyamgram,India,23.31N,88.25E,43,1,1,True,0,False,False,confirmation
Madurai,India,10.45N,77.73E,43,2,7,False,5,False,False,confirmation
Magdeburg,Germany,52.24N,10.51E,97,1,1,True,0,False,False,confirmation
Mahesana,India,23.31N,72.52E,43,1,1,True,0,False,False,confirmation
Mainz,Germany,50.63N,8.87E,97,1,1,True,0,False,False,confirmation
Makhachkala,Russia,42.59N,48.00E,49,1,12,False,1,False,False,confirmation
Malatya,Turkey,37.78N,38.64E,44,12,12,True,0,False,False,confirmation
Manbij,Syria,36.17N,37.79E,42,12,12,True,0,False,False,confirmation
Mandsaur,India,24.92N,74.48E,43,1,1,True,0,False,False,confirmation
Mandya,India,12.05N,77.26E,43,2,7,False,5,False,False,confirmation
Mangaluru,India,13.66N,75.14E,43,2,1,False,1,False,False,confirmation
Marand,Iran,39.38N,45.78E,38,1,12,False,1,False,False,confirmation
Marbella,Spain,36.17N,3.98W,97,1,1,True,0,False,False,confirmation
Marseille,France,42.59N,6.55E,97,1,1,True,0,False,False,confirmation
Mau,India,26.52N,84.18E,43,1,1,True,0,False,False,confirmation
Mawlamyine,Burma,16.87N,97.12E,40,1,12,False,1,False,False,confirmation
Maykop,Russia,44.20N,40.25E,90,1,12,False,1,False,False,confirmation
Mazyr,Belarus,52.24N,28.91E,97,1,1,True,0,False,False,confirmation
Mersin,Turkey,36.17N,33.81E,62,12,12,True,0,False,False,confirmation
Mesquite,United States,32.95N,96.70W,30,12,2,False,2,False,False,confirmation
Messina,Italy,37.78N,16.27E,97,1,1,True,0,False,False,confirmation
Metz,France,49.03N,7.35E,97,1,1,True,0,False,False,confirmation
Mezhdurechensk,Russia,53.84N,88.64E,29,1,1,True,0,False,False,confirmation
Miandoab,Iran,36.17N,45.75E,27,12,12,True,0,False,False,confirmation
Milan,Italy,45.81N,8.08E,97,1,1,True,0,False,False,confirmation
Milwaukee,United States,42.59N,87.27W,83,1,2,False,1,False,False,confirmation
Minneapolis,United States,45.81N,93.46W,83,1,2,False,1,False,False,confirmation
Minsk,Belarus,53.84N,28.64E,97,1,1,True,0,False,False,confirmation
Mirzapur,India,24.92N,83.35E,43,1,1,True,0,False,False,confirmation
Miskolc,Hungary,47.42N,20.13E,97,1,1,True,0,False,False,confirmation
Mobile,United States,31.35N,88.59W,72,1,2,False,1,False,False,confirmation
Modena,Italy,44.20N,11.18E,97,1,1,True,0,False,False,confirmation
Moers,Germany,50.63N,6.34E,97,1,1,True,0,False,False,confirmation
Montgomery,United States,32.95N,87.13W,81,1,2,False,1,False,False,confirmation
Monza,Italy,45.81N,10.38E,97,1,1,True,0,False,False,confirmation
Moradabad,India,28.13N,79.09E,43,3,1,False,2,False,False,confirmation
Mormugao,India,15.27N,74.17E,43,2,1,False,1,False,False,confirmation
Moscow,Russia,55.45N,36.85E,97,1,12,False,1,False,False,confirmation
Mostar,Bosnia And Herzegovina,42.59N,17.45E,97,1,1,True,0,False,False,confirmation
Motihari,India,26.52N,84.18E,43,1,1,True,0,False,False,confirmation
Mulhouse,France,47.42N,8.29E,97,2,1,False,1,False,False,confirmation
Munger,India,24.92N,86.90E,43,1,1,True,0,False,False,confirmation
Munich,Germany,47.42N,10.66E,97,2,1,False,1,False,False,confirmation
Murom,Russia,55.45N,42.52E,97,1,12,False,1,False,False,confirmation
Muzaffarpur,India,26.52N,85.97E,43,1,1,True,0,False,False,confirmation
Mytishchi,Russia,55.45N,36.85E,97,1,12,False,1,False,False,confirmation
Móstoles,Spain,40.99N,4.26W,97,1,1,True,0,False,False,confirmation
Mönchengladbach,Germany,50.63N,6.34E,97,1,1,True,0,False,False,confirmation
Mülheim,Germany,50.63N,6.34E,97,1,1,True,0,False,False,confirmation
Münster,Germany,52.24N,7.88E,97,1,1,True,0,False,False,confirmation
Nador,Morocco,34.56N,3.89W,97,1,1,True,0,False,False,confirmation
Nagda,India,23.31N,76.02E,43,1,1,True,0,False,False,confirmation
Nagpur,India,21.70N,78.75E,43,1,1,True,0,False,False,confirmation
Nalchik,Russia,42.59N,43.64E,49,12,12,True,0,False,False,confirmation
Nalgonda,India,16.87N,78.70E,43,2,1,False,1,False,False,confirmation
Namur,Belgium,50.63N,3.80E,97,1,1,True,0,False,False,confirmation
Nancy,France,49.03N,7.35E,97,1,1,True,0,False,False,confirmation
Nanded,India,18.48N,77.75E,43,1,1,True,0,False,False,confirmation
Nangloi Jat,India,28.13N,77.27E,43,3,1,False,2,False,False,confirmation
Nanpiao,China,40.99N,121.42E,28,2,12,False,2,False,False,confirmation
Naples,Italy,40.99N,14.91E,97,1,1,True,0,False,False,confirmation
Narayanganj,Bangladesh,23.31N,90.00E,43,1,1,True,0,False,False,confirmation
Nashville,United States,36.17N,87.51W,81,1,2,False,1,False,False,confirmation
Nassau,Bahamas,24.92N,78.03W,50,2,12,False,2,False,False,confirmation
Navadwip,India,23.31N,88.25E,43,1,1,True,0,False,False,confirmation
Navsari,India,20.09N,73.36E,43,1,1,True,0,False,False,confirmation
Nefteyugansk,Russia,61.88N,73.02E,37,1,12,False,1,False,False,confirmation
New Haven,United States,40.99N,72.43W,81,1,2,False,1,False,False,confirmation
New Orleans,United States,29.74N,90.46W,40,1,2,False,1,False,False,confirmation
New York,United States,40.99N,74.56W,81,1,2,False,1,False,False,confirmation
Newcastle Upon Tyne,United Kingdom,55.45N,2.83W,97,1,1,True,0,False,False,confirmation
Newport,United Kingdom,52.24N,2.63W,97,2,1,False,1,False,False,confirmation
Newport News,United States,37.78N,77.29W,81,1,2,False,1,False,False,confirmation
Neyveli,India,12.05N,78.90E,43,1,7,False,6,False,False,confirmation
Nice,France,44.20N,6.71E,97,1,1,True,0,False,False,confirmation
Nis,Serbia,42.59N,21.82E,97,1,1,True,0,False,False,confirmation
Nizamabad,India,18.48N,77.75E,43,1,1,True,0,False,False,confirmation
Nizhniy Tagil,Russia,57.05N,60.49E,49,1,12,False,1,False,False,confirmation
Norfolk,United States,36.17N,75.58W,81,1,2,False,1,False,False,confirmation
Norman,United States,34.56N,97.30W,30,12,2,False,2,False,False,confirmation
Northampton,United Kingdom,52.24N,0.00W,97,1,1,True,0,False,False,confirmation
Novara,Italy,45.81N,8.08E,97,1,1,True,0,False,False,confirmation
Novocheboksarsk,Russia,55.45N,48.19E,95,1,12,False,1,False,False,confirmation
Novosibirsk,Russia,55.45N,82.20E,29,1,1,True,0,False,False,confirmation
Novotroitsk,Russia,50.63N,59.58E,45,1,12,False,1,False,False,confirmation
Nukus,Uzbekistan,42.59N,58.91E,29,1,12,False,1,False,False,confirmation
Nyíregyháza,Hungary,47.42N,22.50E,97,1,1,True,0,False,False,confirmation
Oberhausen,Germany,50.63N,6.34E,97,1,1,True,0,False,False,confirmation
Obninsk,Russia,55.45N,36.85E,97,1,12,False,1,False,False,confirmation
Odense,Denmark,55.45N,11.34E,97,1,1,True,0,False,False,confirmation
Odintsovo,Russia,55.45N,36.85E,97,1,12,False,1,False,False,confirmation
Offenbach,Germany,50.63N,8.87E,97,1,1,True,0,False,False,confirmation
Oktyabrskiy,Russia,53.84N,53.18E,94,1,12,False,1,False,False,confirmation
Oldenburg,Germany,52.24N,7.88E,97,1,1,True,0,False,False,confirmation
Olomouc,Czech Republic,49.03N,17.14E,97,1,1,True,0,False,False,confirmation
Omaha,United States,40.99N,95.86W,76,2,2,True,0,False,False,confirmation
Omsk,Russia,55.45N,73.70E,34,1,12,False,1,False,False,confirmation
Opole,Poland,50.63N,19.01E,97,1,1,True,0,False,False,confirmation
Oradea,Romania,47.42N,22.50E,97,1,1,True,0,False,False,confirmation
Orai,India,26.52N,78.81E,43,3,1,False,2,False,False,confirmation
Ordu,Turkey,40.99N,38.34E,69,2,12,False,2,False,False,confirmation
Orekhovo Zuevo,Russia,55.45N,39.69E,97,1,12,False,1,False,False,confirmation
Orumiyeh,Iran,37.78N,44.75E,38,12,12,True,0,False,False,confirmation
Orël,Russia,52.24N,36.79E,97,1,12,False,1,False,False,confirmation
Osnabrück,Germany,52.24N,7.88E,97,1,1,True,0,False,False,confirmation
Ostrava,Czech Republic,50.63N,19.01E,97,1,1,True,0,False,False,confirmation
Ottawa,Canada,45.81N,75.00W,83,1,2,False,1,False,False,confirmation
Oulu,Finland,65.09N,24.89E,97,1,1,True,0,False,False,confirmation
Oviedo,Spain,42.59N,6.55W,97,1,1,True,0,False,False,confirmation
Pabna,Bangladesh,23.31N,90.00E,43,1,1,True,0,False,False,confirmation
Padova,Italy,45.81N,12.69E,97,1,1,True,0,False,False,confirmation
Pakokku,Burma,21.70N,94.33E,40,1,1,True,0,False,False,confirmation
Palakkad,India,10.45N,76.09E,41,2,7,False,5,False,False,confirmation
Palermo,Italy,37.78N,14.24E,97,1,1,True,0,False,False,confirmation
Pali,India,26.52N,73.43E,43,3,1,False,2,False,False,confirmation
Pallavaram,India,13.66N,80.09E,43,2,7,False,5,False,False,confirmation
Panipat,India,29.74N,77.54E,38,3,1,False,2,False,False,confirmation
Panvel,India,18.48N,72.68E,43,1,1,True,0,False,False,confirmation
Parbhani,India,20.09N,76.78E,43,1,1,True,0,False,False,confirmation
Parma,Italy,44.20N,11.18E,97,1,1,True,0,False,False,confirmation
Pasadena,United States,29.74N,96.00W,30,1,2,False,1,False,False,confirmation
Pathein,Burma,16.87N,95.44E,43,1,1,True,0,False,False,confirmation
Peking,China,39.38N,116.53E,27,2,12,False,2,False,False,confirmation
Pembroke Pines,United States,26.52N,80.60W,70,1,12,False,1,False,False,confirmation
Penza,Russia,53.84N,45.00E,95,2,12,False,2,False,False,confirmation
Peoria,United States,40.99N,89.47W,83,1,2,False,1,False,False,confirmation
Peristérion,Greece,37.78N,24.41E,97,1,1,True,0,False,False,confirmation
Perpignan,France,42.59N,2.18E,97,1,1,True,0,False,False,confirmation
Perugia,Italy,42.59N,13.09E,97,1,1,True,0,False,False,confirmation
Pervouralsk,Russia,57.05N,60.49E,49,1,12,False,1,False,False,confirmation
Pescara,Italy,42.59N,15.27E,97,1,1,True,0,False,False,confirmation
Peterborough,United Kingdom,52.24N,0.00W,97,1,1,True,0,False,False,confirmation
Petrozavodsk,Russia,61.88N,35.66E,97,1,1,True,0,False,False,confirmation
Philadelphia,United States,39.38N,74.91W,81,1,2,False,1,False,False,confirmation
Pilibhit,India,28.13N,79.09E,43,3,1,False,2,False,False,confirmation
Pinar Del Río,Cuba,21.70N,83.94W,27,12,12,True,0,False,False,confirmation
Pingliang,China,36.17N,107.40E,22,2,12,False,2,False,False,confirmation
Pitesti,Romania,44.20N,24.60E,97,1,1,True,0,False,False,confirmation
Plano,United States,32.95N,96.70W,30,12,2,False,2,False,False,confirmation
Plock,Poland,52.24N,18.39E,97,1,1,True,0,False,False,confirmation
Plovdiv,Bulgaria,42.59N,24.00E,97,1,1,True,0,False,False,confirmation
Plymouth,United Kingdom,50.63N,3.80W,97,1,1,True,0,False,False,confirmation
Podgorica,Montenegro,42.59N,19.64E,97,1,1,True,0,False,False,confirmation
Poltava,Ukraine,49.03N,34.29E,97,1,12,False,1,False,False,confirmation
Ponnani,India,10.45N,76.09E,41,2,7,False,5,False,False,confirmation
Port Blair,India,12.05N,92.05E,43,1,1,True,0,False,False,confirmation
Port Said,Egypt,31.35N,32.04E,43,12,3,False,3,False,False,confirmation
Portmore,Jamaica,18.48N,76.06W,21,12,12,True,0,False,False,confirmation
Porto,Portugal,40.99N,8.52W,97,1,1,True,0,False,False,confirmation
Portsmouth,United Kingdom,50.63N,1.27W,97,1,1,True,0,False,False,confirmation
Poznan,Poland,52.24N,15.77E,97,1,1,True,0,False,False,confirmation
Prato,Italy,44.20N,11.18E,97,1,1,True,0,False,False,confirmation
Preston,United Kingdom,53.84N,1.36W,97,1,1,True,0,False,False,confirmation
Pristina,Serbia,42.59N,21.82E,97,1,1,True,0,False,False,confirmation
Prokopyevsk,Russia,53.84N,85.91E,29,1,1,True,0,False,False,confirmation
Pudukkottai,India,10.45N,79.36E,43,2,7,False,5,False,False,confirmation
Pueblo,United States,37.78N,103.73W,29,12,2,False,2,False,False,confirmation
Puri,India,20.09N,85.31E,43,2,1,False,1,False,False,confirmation
Pyatigorsk,Russia,44.20N,42.48E,72,1,12,False,1,False,False,confirmation
Pécs,Hungary,45.81N,17.31E,97,1,1,True,0,False,False,confirmation
Pétionville,Haiti,18.48N,72.68W,20,12,12,True,0,False,False,confirmation
Qabis,Tunisia,34.56N,9.73E,97,1,1,True,0,False,False,confirmation
Qalyub,Egypt,29.74N,31.38E,38,12,3,False,3,False,False,confirmation
Qarchak,Iran,36.17N,51.71E,22,1,12,False,1,False,False,confirmation
Qitaihe,China,45.81N,130.38E,20,1,1,True,0,False,False,confirmation
Queluz,Portugal,39.38N,8.32W,97,1,1,True,0,False,False,confirmation
Raiganj,India,24.92N,88.67E,43,3,1,False,2,False,False,confirmation
Raigarh,India,21.70N,83.94E,43,1,1,True,0,False,False,confirmation
Raipur,India,21.70N,82.21E,43,2,1,False,1,False,False,confirmation
Rajkot,India,21.70N,70.10E,41,1,1,True,0,False,False,confirmation
Rajshahi,Bangladesh,24.92N,88.67E,43,3,1,False,2,False,False,confirmation
Ramat Gan,Israel,32.95N,35.43E,41,12,12,True,0,False,False,confirmation
Rampur,India,28.13N,79.09E,43,3,1,False,2,False,False,confirmation
Ranghulu,China,47.42N,124.34E,29,1,1,True,0,False,False,confirmation
Raniganj,India,23.31N,86.50E,43,1,1,True,0,False,False,confirmation
Ratisbon,Germany,49.03N,12.24E,97,1,1,True,0,False,False,confirmation
Ratlam,India,23.31N,74.27E,43,1,1,True,0,False,False,confirmation
Raurkela,India,21.70N,85.67E,43,1,1,True,0,False,False,confirmation
Recklinghausen,Germany,52.24N,7.88E,97,1,1,True,0,False,False,confirmation
Remscheid,Germany,50.63N,6.34E,97,1,1,True,0,False,False,confirmation
Rennes,France,47.42N,1.18W,97,1,1,True,0,False,False,confirmation
Rewa,India,24.92N,81.58E,43,1,1,True,0,False,False,confirmation
Richmond,United States,37.78N,77.29W,81,1,2,False,1,False,False,confirmation
Riga,Latvia,57.05N,25.08E,97,1,1,True,0,False,False,confirmation
Rivne,Ukraine,50.63N,26.62E,97,1,1,True,0,False,False,confirmation
Robertsonpet,India,13.66N,78.44E,43,1,7,False,6,False,False,confirmation
Rochester,United States,42.59N,78.55W,83,1,2,False,1,False,False,confirmation
Rockford,United States,42.59N,89.45W,83,1,2,False,1,False,False,confirmation
Rohtak,India,28.13N,77.27E,43,3,1,False,2,False,False,confirmation
Rome,Italy,42.59N,13.09E,97,1,1,True,0,False,False,confirmation
Rostock,Germany,53.84N,12.27E,97,1,1,True,0,False,False,confirmation
Rostov Na Donu,Russia,47.42N,39.08E,96,1,12,False,1,False,False,confirmation
Rotherham,United Kingdom,53.84N,1.36W,97,1,1,True,0,False,False,confirmation
Rubtsovsk,Russia,52.24N,81.46E,29,1,1,True,0,False,False,confirmation
Ruse,Bulgaria,44.20N,26.83E,97,1,12,False,1,False,False,confirmation
Rybinsk,Russia,58.66N,40.00E,97,1,12,False,1,False,False,confirmation
Sabadell,Spain,40.99N,2.13E,97,1,1,True,0,False,False,confirmation
Sabha,Libya,26.52N,14.33E,56,12,1,False,1,False,False,confirmation
Saharanpur,India,29.74N,77.54E,38,3,1,False,2,False,False,confirmation
Saint Louis,United States,39.38N,89.48W,81,1,2,False,1,False,False,confirmation
Saint Petersburg,United States,28.13N,82.73W,79,1,12,False,1,False,False,confirmation
Salamanca,Spain,40.99N,6.39W,97,1,1,True,0,False,False,confirmation
Salzburg,Austria,47.42N,13.03E,97,1,1,True,0,False,False,confirmation
Salzgitter,Germany,52.24N,10.51E,97,1,1,True,0,False,False,confirmation
Samara,Russia,53.84N,50.45E,95,1,12,False,1,False,False,confirmation
Sambhal,India,28.13N,79.09E,43,3,1,False,2,False,False,confirmation
Samsun,Turkey,40.99N,36.21E,74,2,12,False,2,False,False,confirmation
San Antonio,United States,29.74N,97.85W,28,1,2,False,1,False,False,confirmation
San Nicolás De Los Garza,Mexico,26.52N,100.30W,22,1,11,False,2,False,False,confirmation
Sanandaj,Iran,34.56N,46.70E,26,12,12,True,0,False,False,confirmation
Sancti Spíritus,Cuba,21.70N,78.75W,27,12,12,True,0,False,False,confirmation
Santiago,Dominican Republic,20.09N,69.95W,20,12,12,True,0,False,False,confirmation
Saqqez,Iran,36.17N,45.75E,27,12,12,True,0,False,False,confirmation
Sarajevo,Bosnia And Herzegovina,44.20N,17.89E,97,1,1,True,0,False,False,confirmation
Sarapul,Russia,57.05N,54.59E,95,12,12,True,0,False,False,confirmation
Saratov,Russia,52.24N,47.30E,95,2,12,False,2,False,False,confirmation
Satara,India,16.87N,73.67E,43,1,1,True,0,False,False,confirmation
Satkhira,Bangladesh,23.31N,88.25E,43,1,1,True,0,False,False,confirmation
Semey,Kazakhstan,50.63N,79.86E,29,12,1,False,1,False,False,confirmation
Sergiyev Posad,Russia,57.05N,36.89E,97,1,12,False,1,False,False,confirmation
Serpukhov,Russia,55.45N,36.85E,97,1,12,False,1,False,False,confirmation
Seversk,Russia,57.05N,84.10E,29,1,1,True,0,False,False,confirmation
Shakhty,Russia,47.42N,39.08E,96,1,12,False,1,False,False,confirmation
Shantipur,India,23.31N,88.25E,43,1,1,True,0,False,False,confirmation
Sherbrooke,Canada,45.81N,72.69W,83,1,2,False,1,False,False,confirmation
Sherpur,Bangladesh,24.92N,90.44E,43,1,1,True,0,False,False,confirmation
Shiliguri,India,26.52N,87.76E,43,1,1,True,0,False,False,confirmation
Shillong,India,24.92N,92.22E,40,1,1,True,0,False,False,confirmation
Shizuishan,China,39.38N,106.13E,28,2,12,False,2,False,False,confirmation
Shrirampur,India,23.31N,88.25E,43,1,1,True,0,False,False,confirmation
Shunyi,China,39.38N,116.53E,27,2,12,False,2,False,False,confirmation
Sibiu,Romania,45.81N,24.23E,97,1,1,True,0,False,False,confirmation
Siegen,Germany,50.63N,8.87E,97,1,1,True,0,False,False,confirmation
Siirt,Turkey,37.78N,42.71E,40,12,12,True,0,False,False,confirmation
Sikar,India,28.13N,75.45E,43,3,1,False,2,False,False,confirmation
Silchar,India,24.92N,92.22E,40,1,1,True,0,False,False,confirmation
Skopje,Macedonia,42.59N,21.82E,97,1,1,True,0,False,False,confirmation
Slough,United Kingdom,52.24N,0.00W,97,1,1,True,0,False,False,confirmation
Smolensk,Russia,55.45N,31.18E,97,1,1,True,0,False,False,confirmation
Sonipat,India,28.13N,77.27E,43,3,1,False,2,False,False,confirmation
Sosnowiec,Poland,50.63N,19.01E,97,1,1,True,0,False,False,confirmation
South Bend,United States,40.99N,85.21W,83,1,2,False,1,False,False,confirmation
Southend On Sea,United Kingdom,52.24N,0.00W,97,1,1,True,0,False,False,confirmation
Split,Croatia,44.20N,15.65E,97,1,1,True,0,False,False,confirmation
Spokane,United States,47.42N,117.24W,20,1,1,True,0,False,False,confirmation
Springfield,United States,37.78N,93.56W,74,1,2,False,1,False,False,confirmation
Stamford,United States,40.99N,74.56W,81,1,2,False,1,False,False,confirmation
Stara Zagora,Bulgaria,42.59N,26.18E,97,1,12,False,1,False,False,confirmation
Staryy Oskol,Russia,50.63N,36.76E,97,1,12,False,1,False,False,confirmation
Stavanger,Norway,58.66N,6.15E,97,1,1,True,0,False,False,confirmation
Stockholm,Sweden,58.66N,18.46E,97,1,1,True,0,False,False,confirmation
Stoke On Trent,United Kingdom,52.24N,2.63W,97,2,1,False,1,False,False,confirmation
Strasbourg,France,49.03N,7.35E,97,1,1,True,0,False,False,confirmation
Stuttgart,Germany,49.03N,9.80E,97,2,1,False,1,False,False,confirmation
Sudbury,Canada,45.81N,81.92W,83,1,2,False,1,False,False,confirmation
Suez,Egypt,29.74N,33.23E,37,12,3,False,3,False,False,confirmation
Suihua,China,47.42N,126.71E,29,1,1,True,0,False,False,confirmation
Sultanpur,India,26.52N,82.39E,43,1,1,True,0,False,False,confirmation
Sumy,Ukraine,50.63N,34.23E,97,1,12,False,1,False,False,confirmation
Sunderland,United Kingdom,55.45N,2.83W,97,1,1,True,0,False,False,confirmation
Surat,India,21.70N,73.56E,43,1,1,True,0,False,False,confirmation
Surendranagar,India,23.31N,72.52E,43,1,1,True,0,False,False,confirmation
Suriapet,India,16.87N,80.37E,43,2,1,False,1,False,False,confirmation
Swansea,United Kingdom,52.24N,5.26W,97,1,1,True,0,False,False,confirmation
Swindon,United Kingdom,52.24N,2.63W,97,2,1,False,1,False,False,confirmation
Syktyvkar,Russia,61.88N,49.25E,97,1,12,False,1,False,False,confirmation
Syracuse,Italy,37.78N,16.27E,97,1,1,True,0,False,False,confirmation
Syracuse,United States,42.59N,76.36W,81,1,2,False,1,False,False,confirmation
Syzran,Russia,53.84N,47.73E,95,2,12,False,2,False,False,confirmation
Tadepallegudem,India,16.87N,82.05E,43,2,1,False,1,False,False,confirmation
Taiyuan,China,37.78N,111.86E,27,2,12,False,2,False,False,confirmation
Talkha,Egypt,31.35N,32.04E,43,12,3,False,3,False,False,confirmation
Tallahassee,United States,29.74N,84.92W,79,1,12,False,1,False,False,confirmation
Tallinn,Estonia,58.66N,24.62E,97,1,1,True,0,False,False,confirmation
Tambaram,India,13.66N,80.09E,43,2,7,False,5,False,False,confirmation
Tampico,Mexico,21.70N,97.79W,22,3,12,False,3,False,False,confirmation
Tanggu,China,39.38N,118.61E,27,2,12,False,2,False,False,confirmation
Taonan,China,45.81N,123.46E,29,1,1,True,0,False,False,confirmation
Taranto,Italy,40.99N,17.04E,97,1,1,True,0,False,False,confirmation
Targu Mures,Romania,45.81N,24.23E,97,1,1,True,0,False,False,confirmation
Tarragona,Spain,40.99N,2.13E,97,1,1,True,0,False,False,confirmation
Tartu,Estonia,58.66N,27.69E,97,1,1,True,0,False,False,confirmation
Tartus,Syria,34.56N,35.03E,45,12,12,True,0,False,False,confirmation
Tel Aviv Yafo,Israel,31.35N,33.93E,38,12,3,False,3,False,False,confirmation
Tenali,India,16.87N,80.37E,43,2,1,False,1,False,False,confirmation
Thana,India,18.48N,72.68E,43,1,1,True,0,False,False,confirmation
Thanesar,India,29.74N,77.54E,38,3,1,False,2,False,False,confirmation
Thanjavur,India,10.45N,79.36E,43,2,7,False,5,False,False,confirmation
Thaton,Burma,16.87N,97.12E,40,1,12,False,1,False,False,confirmation
Thessaloníki,Greece,40.99N,23.43E,97,1,1,True,0,False,False,confirmation
Thornton,United States,39.38N,104.05W,29,12,2,False,2,False,False,confirmation
Tieli,China,47.42N,129.08E,29,1,1,True,0,False,False,confirmation
Tieling,China,42.59N,124.36E,28,12,1,False,1,False,False,confirmation
Tighina,Moldova,47.42N,29.61E,97,1,12,False,1,False,False,confirmation
Timisoara,Romania,45.81N,21.92E,97,1,1,True,0,False,False,confirmation
Tirupati,India,13.66N,80.09E,43,2,7,False,5,False,False,confirmation
Tiruppur,India,10.45N,77.73E,43,2,7,False,5,False,False,confirmation
Tiruvottiyur,India,13.66N,80.09E,43,2,7,False,5,False,False,confirmation
Titagarh,India,23.31N,88.25E,43,1,1,True,0,False,False,confirmation
Tokat,Turkey,40.99N,36.21E,74,2,12,False,2,False,False,confirmation
Toledo,United States,40.99N,83.08W,81,1,2,False,1,False,False,confirmation
